RECORD_METADATA,CUSTOMER_ID,CALL_DURATION_MINUTES,CALL_ID,SENTIMENT
"{
  ""CreateTime"": 1687972087706,
  ""offset"": 31393,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649752,3,21014038,-0.89
"{
  ""CreateTime"": 1687972088708,
  ""offset"": 31394,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649752,22,21014039,-0.53
"{
  ""CreateTime"": 1687972089710,
  ""offset"": 31395,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649752,12,21014040,0.66
"{
  ""CreateTime"": 1687972090712,
  ""offset"": 31396,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649753,6,21014041,0.39
"{
  ""CreateTime"": 1687972091714,
  ""offset"": 31397,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649754,12,21014042,0.02
"{
  ""CreateTime"": 1687972132800,
  ""offset"": 31438,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649770,22,21014085,-0.65
"{
  ""CreateTime"": 1687972133802,
  ""offset"": 31439,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649770,3,21014083,0.39
"{
  ""CreateTime"": 1687972134804,
  ""offset"": 31440,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649770,13,21014084,-0.38
"{
  ""CreateTime"": 1687972135806,
  ""offset"": 31441,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649771,13,21014086,-0.06
"{
  ""CreateTime"": 1687972136808,
  ""offset"": 31442,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649771,12,21014087,-0.79
"{
  ""CreateTime"": 1687972137810,
  ""offset"": 31443,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649772,13,21014089,-0.17
"{
  ""CreateTime"": 1687972138812,
  ""offset"": 31444,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649772,11,21014090,-0.80
"{
  ""CreateTime"": 1687972139814,
  ""offset"": 31445,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649772,6,21014091,-0.03
"{
  ""CreateTime"": 1687972140816,
  ""offset"": 31446,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649772,3,21014088,0.97
"{
  ""CreateTime"": 1687972141818,
  ""offset"": 31447,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649773,11,21014092,0.50
"{
  ""CreateTime"": 1687972092716,
  ""offset"": 31398,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649755,13,21014043,0.37
"{
  ""CreateTime"": 1687972093718,
  ""offset"": 31399,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649755,11,21014044,0.87
"{
  ""CreateTime"": 1687972094720,
  ""offset"": 31400,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649755,2,21014045,-0.35
"{
  ""CreateTime"": 1687972095721,
  ""offset"": 31401,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649756,33,21014047,0.49
"{
  ""CreateTime"": 1687972096723,
  ""offset"": 31402,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649756,13,21014046,-0.17
"{
  ""CreateTime"": 1687972097726,
  ""offset"": 31403,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649757,12,21014048,0.93
"{
  ""CreateTime"": 1687972098728,
  ""offset"": 31404,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649758,13,21014049,0.08
"{
  ""CreateTime"": 1687972099730,
  ""offset"": 31405,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649758,3,21014052,0.89
"{
  ""CreateTime"": 1687972100732,
  ""offset"": 31406,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649758,18,21014051,-0.89
"{
  ""CreateTime"": 1687972101736,
  ""offset"": 31407,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649758,11,21014050,0.66
"{
  ""CreateTime"": 1687972102738,
  ""offset"": 31408,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649759,13,21014053,0.70
"{
  ""CreateTime"": 1687972103740,
  ""offset"": 31409,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649760,6,21014056,0.92
"{
  ""CreateTime"": 1687972104742,
  ""offset"": 31410,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649760,13,21014054,-0.19
"{
  ""CreateTime"": 1687972105744,
  ""offset"": 31411,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649760,11,21014055,0.12
"{
  ""CreateTime"": 1687972106746,
  ""offset"": 31412,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649761,2,21014060,-0.75
"{
  ""CreateTime"": 1687972107748,
  ""offset"": 31413,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649761,33,21014058,-0.54
"{
  ""CreateTime"": 1687972108751,
  ""offset"": 31414,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649761,52,21014057,0.72
"{
  ""CreateTime"": 1687972109752,
  ""offset"": 31415,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649761,18,21014059,0.99
"{
  ""CreateTime"": 1687972110755,
  ""offset"": 31416,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649762,11,21014062,-0.23
"{
  ""CreateTime"": 1687972111757,
  ""offset"": 31417,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649762,26,21014061,0.09
"{
  ""CreateTime"": 1687972112759,
  ""offset"": 31418,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649762,6,21014063,-0.41
"{
  ""CreateTime"": 1687972113760,
  ""offset"": 31419,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649762,3,21014064,-0.94
"{
  ""CreateTime"": 1687972114762,
  ""offset"": 31420,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649763,13,21014065,-0.83
"{
  ""CreateTime"": 1687972115763,
  ""offset"": 31421,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649764,6,21014067,0.07
"{
  ""CreateTime"": 1687972116766,
  ""offset"": 31422,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649764,11,21014066,1.00
"{
  ""CreateTime"": 1687972117768,
  ""offset"": 31423,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649765,2,21014071,0.60
"{
  ""CreateTime"": 1687972118770,
  ""offset"": 31424,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649765,33,21014069,-0.47
"{
  ""CreateTime"": 1687972119773,
  ""offset"": 31425,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649765,26,21014068,-0.73
"{
  ""CreateTime"": 1687972120775,
  ""offset"": 31426,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649765,3,21014072,-0.65
"{
  ""CreateTime"": 1687972121777,
  ""offset"": 31427,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649765,6,21014070,-0.88
"{
  ""CreateTime"": 1687972142820,
  ""offset"": 31448,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649774,6,21014093,-0.70
"{
  ""CreateTime"": 1687972143822,
  ""offset"": 31449,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649775,3,21014097,-0.13
"{
  ""CreateTime"": 1687972144824,
  ""offset"": 31450,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649775,33,21014094,-0.61
"{
  ""CreateTime"": 1687972145826,
  ""offset"": 31451,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649775,2,21014096,0.95
"{
  ""CreateTime"": 1687972146828,
  ""offset"": 31452,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649775,6,21014095,-0.76
"{
  ""CreateTime"": 1687972147829,
  ""offset"": 31453,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649776,3,21014101,0.65
"{
  ""CreateTime"": 1687972148830,
  ""offset"": 31454,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649776,22,21014099,0.59
"{
  ""CreateTime"": 1687972149832,
  ""offset"": 31455,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649776,26,21014098,0.15
"{
  ""CreateTime"": 1687972150834,
  ""offset"": 31456,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649776,12,21014100,0.61
"{
  ""CreateTime"": 1687972151837,
  ""offset"": 31457,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649777,18,21014104,0.32
"{
  ""CreateTime"": 1687972162860,
  ""offset"": 31468,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649780,13,21014113,0.12
"{
  ""CreateTime"": 1687972163862,
  ""offset"": 31469,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649780,3,21014116,-0.79
"{
  ""CreateTime"": 1687972164864,
  ""offset"": 31470,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649780,33,21014114,0.34
"{
  ""CreateTime"": 1687972165866,
  ""offset"": 31471,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649780,6,21014115,0.98
"{
  ""CreateTime"": 1687972166868,
  ""offset"": 31472,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649781,13,21014117,-0.56
"{
  ""CreateTime"": 1687972167870,
  ""offset"": 31473,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649782,2,21014121,-0.41
"{
  ""CreateTime"": 1687972168872,
  ""offset"": 31474,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649782,3,21014118,0.29
"{
  ""CreateTime"": 1687972169874,
  ""offset"": 31475,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649782,44,21014120,0.90
"{
  ""CreateTime"": 1687972170876,
  ""offset"": 31476,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649782,26,21014119,0.38
"{
  ""CreateTime"": 1687972171878,
  ""offset"": 31477,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649783,26,21014122,-0.52
"{
  ""CreateTime"": 1687972152839,
  ""offset"": 31458,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649777,26,21014102,-0.54
"{
  ""CreateTime"": 1687972153841,
  ""offset"": 31459,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649777,15,21014105,0.26
"{
  ""CreateTime"": 1687972154843,
  ""offset"": 31460,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649777,44,21014103,-0.01
"{
  ""CreateTime"": 1687972155845,
  ""offset"": 31461,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649778,3,21014109,-0.05
"{
  ""CreateTime"": 1687972156847,
  ""offset"": 31462,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649778,33,21014107,-0.98
"{
  ""CreateTime"": 1687972157849,
  ""offset"": 31463,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649778,12,21014108,-0.97
"{
  ""CreateTime"": 1687972158851,
  ""offset"": 31464,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649778,13,21014106,0.58
"{
  ""CreateTime"": 1687972159853,
  ""offset"": 31465,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649779,13,21014111,-0.99
"{
  ""CreateTime"": 1687972160855,
  ""offset"": 31466,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649779,12,21014112,0.57
"{
  ""CreateTime"": 1687972161858,
  ""offset"": 31467,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649779,3,21014110,0.37
"{
  ""CreateTime"": 1687972122779,
  ""offset"": 31428,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649766,11,21014073,-0.64
"{
  ""CreateTime"": 1687972123781,
  ""offset"": 31429,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649767,6,21014074,0.85
"{
  ""CreateTime"": 1687972124783,
  ""offset"": 31430,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649767,44,21014076,-0.56
"{
  ""CreateTime"": 1687972125785,
  ""offset"": 31431,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649767,39,21014075,0.10
"{
  ""CreateTime"": 1687972126787,
  ""offset"": 31432,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649767,2,21014077,0.15
"{
  ""CreateTime"": 1687972127790,
  ""offset"": 31433,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649768,11,21014079,-0.63
"{
  ""CreateTime"": 1687972128792,
  ""offset"": 31434,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649768,3,21014080,0.23
"{
  ""CreateTime"": 1687972129793,
  ""offset"": 31435,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649768,13,21014078,0.59
"{
  ""CreateTime"": 1687972130795,
  ""offset"": 31436,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649769,6,21014082,-0.23
"{
  ""CreateTime"": 1687972131798,
  ""offset"": 31437,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649769,13,21014081,0.67
"{
  ""CreateTime"": 1687972172880,
  ""offset"": 31478,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649783,11,21014123,-0.49
"{
  ""CreateTime"": 1687972173882,
  ""offset"": 31479,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649783,3,21014125,0.08
"{
  ""CreateTime"": 1687972174884,
  ""offset"": 31480,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649783,2,21014124,-0.96
"{
  ""CreateTime"": 1687972175886,
  ""offset"": 31481,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649784,3,21014129,0.37
"{
  ""CreateTime"": 1687972176888,
  ""offset"": 31482,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649784,11,21014127,0.97
"{
  ""CreateTime"": 1687972177890,
  ""offset"": 31483,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649784,12,21014128,0.10
"{
  ""CreateTime"": 1687972178892,
  ""offset"": 31484,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649784,13,21014126,0.56
"{
  ""CreateTime"": 1687972179894,
  ""offset"": 31485,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649785,3,21014132,1.00
"{
  ""CreateTime"": 1687972180896,
  ""offset"": 31486,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649785,13,21014130,0.48
"{
  ""CreateTime"": 1687972181897,
  ""offset"": 31487,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649785,11,21014131,-0.19
"{
  ""CreateTime"": 1687972182900,
  ""offset"": 31488,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649786,22,21014133,-0.61
"{
  ""CreateTime"": 1687972183901,
  ""offset"": 31489,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649786,3,21014135,-0.47
"{
  ""CreateTime"": 1687972184903,
  ""offset"": 31490,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649786,24,21014134,-0.52
"{
  ""CreateTime"": 1687972185904,
  ""offset"": 31491,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649787,13,21014136,-0.63
"{
  ""CreateTime"": 1687972186906,
  ""offset"": 31492,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649787,4,21014139,0.20
"{
  ""CreateTime"": 1687972187908,
  ""offset"": 31493,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649787,22,21014137,-0.12
"{
  ""CreateTime"": 1687972188911,
  ""offset"": 31494,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649787,12,21014138,-0.02
"{
  ""CreateTime"": 1687972189913,
  ""offset"": 31495,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649788,3,21014143,0.30
"{
  ""CreateTime"": 1687972190915,
  ""offset"": 31496,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649788,39,21014140,0.31
"{
  ""CreateTime"": 1687972191917,
  ""offset"": 31497,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649788,3,21014144,0.13
"{
  ""CreateTime"": 1687972202939,
  ""offset"": 31508,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649792,24,21014153,-0.15
"{
  ""CreateTime"": 1687972203941,
  ""offset"": 31509,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649792,9,21014154,-0.58
"{
  ""CreateTime"": 1687972204944,
  ""offset"": 31510,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649793,13,21014155,0.42
"{
  ""CreateTime"": 1687972205945,
  ""offset"": 31511,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649793,2,21014157,0.03
"{
  ""CreateTime"": 1687972206947,
  ""offset"": 31512,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649793,11,21014156,-0.87
"{
  ""CreateTime"": 1687972207949,
  ""offset"": 31513,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649794,13,21014158,-0.91
"{
  ""CreateTime"": 1687972208951,
  ""offset"": 31514,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649795,13,21014159,-0.44
"{
  ""CreateTime"": 1687972209953,
  ""offset"": 31515,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649795,6,21014160,-0.61
"{
  ""CreateTime"": 1687972210955,
  ""offset"": 31516,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649796,18,21014162,-0.62
"{
  ""CreateTime"": 1687972211957,
  ""offset"": 31517,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649796,3,21014161,-0.10
"{
  ""CreateTime"": 1687972212959,
  ""offset"": 31518,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649797,11,21014163,-0.68
"{
  ""CreateTime"": 1687972213961,
  ""offset"": 31519,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649798,22,21014164,-0.94
"{
  ""CreateTime"": 1687972214963,
  ""offset"": 31520,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649798,3,21014166,-0.93
"{
  ""CreateTime"": 1687972215965,
  ""offset"": 31521,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649798,6,21014165,0.20
"{
  ""CreateTime"": 1687972216967,
  ""offset"": 31522,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649799,6,21014169,-0.01
"{
  ""CreateTime"": 1687972217969,
  ""offset"": 31523,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649799,11,21014168,-0.98
"{
  ""CreateTime"": 1687972218970,
  ""offset"": 31524,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649799,39,21014167,0.25
"{
  ""CreateTime"": 1687972219971,
  ""offset"": 31525,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649799,3,21014170,0.03
"{
  ""CreateTime"": 1687972220973,
  ""offset"": 31526,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649800,18,21014173,0.69
"{
  ""CreateTime"": 1687972221976,
  ""offset"": 31527,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649800,39,21014172,0.94
"{
  ""CreateTime"": 1687972222978,
  ""offset"": 31528,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649800,6,21014171,0.80
"{
  ""CreateTime"": 1687972223980,
  ""offset"": 31529,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649801,22,21014174,0.45
"{
  ""CreateTime"": 1687972224982,
  ""offset"": 31530,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649802,13,21014175,-0.83
"{
  ""CreateTime"": 1687972225984,
  ""offset"": 31531,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649802,6,21014176,0.58
"{
  ""CreateTime"": 1687972226986,
  ""offset"": 31532,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649802,3,21014177,-0.26
"{
  ""CreateTime"": 1687972227988,
  ""offset"": 31533,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649803,3,21014178,0.36
"{
  ""CreateTime"": 1687972228990,
  ""offset"": 31534,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649803,26,21014179,-0.57
"{
  ""CreateTime"": 1687972229991,
  ""offset"": 31535,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649803,3,21014181,0.55
"{
  ""CreateTime"": 1687972230994,
  ""offset"": 31536,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649803,6,21014180,0.79
"{
  ""CreateTime"": 1687972231996,
  ""offset"": 31537,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649804,6,21014183,-0.11
"{
  ""CreateTime"": 1687972232996,
  ""offset"": 31538,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649804,11,21014182,-0.40
"{
  ""CreateTime"": 1687972233998,
  ""offset"": 31539,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649805,11,21014184,0.86
"{
  ""CreateTime"": 1687972235001,
  ""offset"": 31540,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649806,2,21014186,0.92
"{
  ""CreateTime"": 1687972236003,
  ""offset"": 31541,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649806,12,21014185,0.23
"{
  ""CreateTime"": 1687972237004,
  ""offset"": 31542,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649807,33,21014187,-0.74
"{
  ""CreateTime"": 1687972238006,
  ""offset"": 31543,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649807,6,21014188,-0.16
"{
  ""CreateTime"": 1687972239008,
  ""offset"": 31544,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649808,26,21014189,-0.74
"{
  ""CreateTime"": 1687972240010,
  ""offset"": 31545,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649809,6,21014190,0.14
"{
  ""CreateTime"": 1687972241012,
  ""offset"": 31546,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649810,12,21014192,0.69
"{
  ""CreateTime"": 1687972192919,
  ""offset"": 31498,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649788,6,21014142,0.85
"{
  ""CreateTime"": 1687972193921,
  ""offset"": 31499,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649788,11,21014141,-0.15
"{
  ""CreateTime"": 1687972194923,
  ""offset"": 31500,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649789,39,21014145,0.12
"{
  ""CreateTime"": 1687972195925,
  ""offset"": 31501,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649789,3,21014147,-0.46
"{
  ""CreateTime"": 1687972196927,
  ""offset"": 31502,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649789,12,21014146,0.13
"{
  ""CreateTime"": 1687972197929,
  ""offset"": 31503,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649790,26,21014148,0.59
"{
  ""CreateTime"": 1687972198932,
  ""offset"": 31504,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649791,6,21014150,-0.92
"{
  ""CreateTime"": 1687972199934,
  ""offset"": 31505,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649791,13,21014149,0.71
"{
  ""CreateTime"": 1687972200935,
  ""offset"": 31506,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649792,26,21014151,0.44
"{
  ""CreateTime"": 1687972201937,
  ""offset"": 31507,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649792,11,21014152,0.12
"{
  ""CreateTime"": 1687972252033,
  ""offset"": 31557,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649813,4,21014204,0.56
"{
  ""CreateTime"": 1687972253035,
  ""offset"": 31558,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649813,12,21014203,0.51
"{
  ""CreateTime"": 1687972254037,
  ""offset"": 31559,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649813,33,21014202,0.26
"{
  ""CreateTime"": 1687972255039,
  ""offset"": 31560,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649814,6,21014206,-0.44
"{
  ""CreateTime"": 1687972256041,
  ""offset"": 31561,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649814,39,21014205,-0.84
"{
  ""CreateTime"": 1687972257043,
  ""offset"": 31562,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649814,4,21014207,-0.71
"{
  ""CreateTime"": 1687972258044,
  ""offset"": 31563,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649814,3,21014208,-0.68
"{
  ""CreateTime"": 1687972259046,
  ""offset"": 31564,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649815,13,21014210,-0.39
"{
  ""CreateTime"": 1687972260048,
  ""offset"": 31565,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649815,3,21014209,-0.06
"{
  ""CreateTime"": 1687972261050,
  ""offset"": 31566,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649815,12,21014212,0.74
"{
  ""CreateTime"": 1687972282094,
  ""offset"": 31587,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649824,13,21014230,0.14
"{
  ""CreateTime"": 1687972283096,
  ""offset"": 31588,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649825,11,21014233,0.21
"{
  ""CreateTime"": 1687972284097,
  ""offset"": 31589,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649826,30,21014235,0.31
"{
  ""CreateTime"": 1687972285099,
  ""offset"": 31590,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649826,22,21014234,-0.61
"{
  ""CreateTime"": 1687972286100,
  ""offset"": 31591,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649827,2,21014237,-0.61
"{
  ""CreateTime"": 1687972287101,
  ""offset"": 31592,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649827,12,21014236,-0.57
"{
  ""CreateTime"": 1687972288103,
  ""offset"": 31593,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649828,12,21014238,-0.19
"{
  ""CreateTime"": 1687972289105,
  ""offset"": 31594,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649829,6,21014240,-0.97
"{
  ""CreateTime"": 1687972290107,
  ""offset"": 31595,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649829,22,21014239,0.29
"{
  ""CreateTime"": 1687972291108,
  ""offset"": 31596,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649830,6,21014243,-0.12
"{
  ""CreateTime"": 1687972272073,
  ""offset"": 31577,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649821,6,21014222,-0.05
"{
  ""CreateTime"": 1687972273075,
  ""offset"": 31578,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649822,6,21014224,0.32
"{
  ""CreateTime"": 1687972274077,
  ""offset"": 31579,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649822,11,21014223,0.06
"{
  ""CreateTime"": 1687972275079,
  ""offset"": 31580,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649823,52,21014225,-0.97
"{
  ""CreateTime"": 1687972276081,
  ""offset"": 31581,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649823,2,21014228,-0.95
"{
  ""CreateTime"": 1687972277083,
  ""offset"": 31582,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649823,18,21014227,-0.36
"{
  ""CreateTime"": 1687972278085,
  ""offset"": 31583,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649823,9,21014229,0.07
"{
  ""CreateTime"": 1687972279087,
  ""offset"": 31584,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649823,33,21014226,0.01
"{
  ""CreateTime"": 1687972280089,
  ""offset"": 31585,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649824,3,21014232,0.25
"{
  ""CreateTime"": 1687972281091,
  ""offset"": 31586,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649824,6,21014231,-0.08
"{
  ""CreateTime"": 1687972242014,
  ""offset"": 31547,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649810,26,21014191,0.72
"{
  ""CreateTime"": 1687972243016,
  ""offset"": 31548,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649810,2,21014193,0.19
"{
  ""CreateTime"": 1687972244018,
  ""offset"": 31549,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649811,4,21014196,0.49
"{
  ""CreateTime"": 1687972245020,
  ""offset"": 31550,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649811,3,21014197,-0.03
"{
  ""CreateTime"": 1687972246021,
  ""offset"": 31551,
  ""partition"": 0,
  ""topic"": ""calls""
}",7649811,44,21014194,-0.06
